run_name,family,budget,row,scene,queries,retention_gap,retrieval_gap,total_oracle_gap,candidate_count
fifo_b128,FIFO,128,28,ContainerYard_3,24,0.03808677444855372,0.0701470747590065,0.10823384920756023,124.0
fifo_b128,FIFO,128,33,ContainerYard_7,24,0.04061611990133921,0.09117167194684346,0.13178779184818268,124.0
fifo_b128,FIFO,128,38,ContainerYard_9,24,0.07361844927072525,0.16232486814260483,0.23594331741333008,124.0
fifo_b128,FIFO,128,43,DragonRise_1,24,0.2022843062877655,0.10193382948637009,0.3042181357741356,124.0
fifo_b128,FIFO,128,48,DragonRise_9,24,0.35455183933178586,0.06735806912183762,0.4219099084536235,124.0
fifo_b128,FIFO,128,53,FeudalJapan_0,24,0.09871966888507207,0.05005529771248499,0.14877496659755707,124.0
fifo_b128,FIFO,128,58,FeudalJapan_2,24,0.1998200590411822,0.25397952149311703,0.4537995805342992,124.0
fifo_b128,FIFO,128,63,FeudalJapan_3,24,0.15573563426733017,0.13537696500619253,0.2911125992735227,124.0
fifo_b128,FIFO,128,68,IslandMap_2,24,0.24074120571215948,0.07204172015190125,0.3127829258640607,124.0
fifo_b128,FIFO,128,73,Warehouse_0,24,0.14092856893936792,0.11924189825852712,0.26017046719789505,124.0
fifo_b16,FIFO,16,3,AncientTempleEnv_5,24,0.35993602126836777,0.020514970024426777,0.3804509912927945,12.0
fifo_b16,FIFO,16,8,AnimeCitySuburbs_5,24,0.10239418099323909,0.04436334470907847,0.14675752570231756,12.0
fifo_b16,FIFO,16,13,ChemicalPlantEnv_5,24,0.21448180079460144,0.04709478964408239,0.2615765904386838,12.0
fifo_b16,FIFO,16,18,ClothingStore_1,24,0.21662669132153192,0.035489109655221306,0.25211580097675323,12.0
fifo_b16,FIFO,16,23,ClothingStore_6,24,0.08129325260718663,0.03204187254110972,0.11333512514829636,12.0
fifo_b16,FIFO,16,28,ContainerYard_3,24,0.09337445100148518,0.03670389453570048,0.13007834553718567,12.0
fifo_b16,FIFO,16,33,ContainerYard_7,24,0.09866475065549214,0.028369411826133728,0.12703416248162588,12.0
fifo_b16,FIFO,16,38,ContainerYard_9,24,0.129623311261336,0.06379346052805583,0.19341677178939184,12.0
fifo_b16,FIFO,16,43,DragonRise_1,24,0.26698747525612515,0.049853612979253135,0.31684108823537827,12.0
fifo_b16,FIFO,16,48,DragonRise_9,24,0.40775781869888306,0.0223638117313385,0.43012163043022156,12.0
fifo_b16,FIFO,16,53,FeudalJapan_0,24,0.1332810694972674,0.02562544991572698,0.15890651941299438,12.0
fifo_b16,FIFO,16,58,FeudalJapan_2,24,0.3913269639015198,0.06347839782635371,0.4548053617278735,12.0
fifo_b16,FIFO,16,63,FeudalJapan_3,24,0.25531041373809177,0.047143551210562386,0.3024539649486542,12.0
fifo_b16,FIFO,16,68,IslandMap_2,24,0.2807592178384463,0.027051478624343872,0.3078106964627902,12.0
fifo_b16,FIFO,16,73,Warehouse_0,24,0.21416188031435013,0.05062356342871984,0.26478544374306995,12.0
fifo_b32,FIFO,32,3,AncientTempleEnv_5,24,0.3403809716304143,0.03723012159268061,0.37761109322309494,28.0
fifo_b32,FIFO,32,8,AnimeCitySuburbs_5,24,0.09070577224095662,0.050530873239040375,0.141236645479997,28.0
fifo_b32,FIFO,32,13,ChemicalPlantEnv_5,24,0.17392020424207053,0.07805847624937694,0.25197868049144745,28.0
fifo_b32,FIFO,32,18,ClothingStore_1,24,0.19383788108825684,0.05451316883166631,0.24835104991992316,28.0
fifo_b32,FIFO,32,23,ClothingStore_6,24,0.06569126496712367,0.033660302559534706,0.09935156752665837,28.0
fifo_b32,FIFO,32,28,ContainerYard_3,24,0.06932279964288075,0.05615675697724024,0.125479556620121,28.0
fifo_b32,FIFO,32,33,ContainerYard_7,24,0.08421465009450912,0.041940487921237946,0.12615513801574707,28.0
fifo_b32,FIFO,32,38,ContainerYard_9,24,0.11921319117148717,0.10914579778909683,0.22835898896058401,28.0
fifo_b32,FIFO,32,43,DragonRise_1,24,0.25041041771570843,0.044827734430631004,0.2952381521463394,28.0
fifo_b32,FIFO,32,48,DragonRise_9,24,0.38455843925476074,0.034366585314273834,0.4189250245690346,28.0
fifo_b32,FIFO,32,53,FeudalJapan_0,24,0.12554041544596353,0.043564108510812126,0.16910452395677567,28.0
fifo_b32,FIFO,32,58,FeudalJapan_2,24,0.317849022646745,0.14394833644231161,0.46179735908905667,28.0
fifo_b32,FIFO,32,63,FeudalJapan_3,24,0.22948821634054184,0.06673248608907063,0.29622070242961246,28.0
fifo_b32,FIFO,32,68,IslandMap_2,24,0.2735713596145312,0.040514630575974785,0.314085990190506,28.0
fifo_b32,FIFO,32,73,Warehouse_0,24,0.19493961334228516,0.07785671452681224,0.2727963278690974,28.0
fifo_b64,FIFO,64,3,AncientTempleEnv_5,24,0.3288525665799777,0.049829150239626564,0.3786817168196042,60.0
fifo_b64,FIFO,64,8,AnimeCitySuburbs_5,24,0.08795693516731262,0.05973878006140391,0.14769571522871652,60.0
fifo_b64,FIFO,64,13,ChemicalPlantEnv_5,24,0.16180371244748434,0.10235858708620071,0.26416229953368503,60.0
fifo_b64,FIFO,64,18,ClothingStore_1,24,0.17073214054107666,0.07807073493798573,0.2488028754790624,60.0
fifo_b64,FIFO,64,23,ClothingStore_6,24,0.048075919349988304,0.04373487830162048,0.09181079765160878,60.0
fifo_b64,FIFO,64,28,ContainerYard_3,24,0.046267151832580566,0.06479940563440323,0.1110665574669838,60.0
fifo_b64,FIFO,64,33,ContainerYard_7,24,0.05064131567875544,0.07463598996400833,0.12527730564276376,60.0
fifo_b64,FIFO,64,38,ContainerYard_9,24,0.10005165636539459,0.11760024229685466,0.21765189866224924,60.0
fifo_b64,FIFO,64,43,DragonRise_1,24,0.23486676315466562,0.07361940542856853,0.30848616858323413,60.0
fifo_b64,FIFO,64,48,DragonRise_9,24,0.37459563960631687,0.043864441414674125,0.418460081020991,60.0
fifo_b64,FIFO,64,53,FeudalJapan_0,24,0.11327195664246877,0.050982266664505005,0.16425422330697378,60.0
fifo_b64,FIFO,64,58,FeudalJapan_2,24,0.23983043183883032,0.23714317133029303,0.47697360316912335,60.0
fifo_b64,FIFO,64,63,FeudalJapan_3,24,0.1895771473646164,0.1112908919652303,0.3008680393298467,60.0
fifo_b64,FIFO,64,68,IslandMap_2,24,0.2574304814140002,0.0504599263270696,0.3078904077410698,60.0
fifo_b64,FIFO,64,73,Warehouse_0,24,0.16893354803323746,0.10129564503828685,0.2702291930715243,60.0
kcenter_b128,K-center,128,3,AncientTempleEnv_5,24,0.06317537774642308,0.31104661027590436,0.3742219880223274,127.0
kcenter_b128,K-center,128,8,AnimeCitySuburbs_5,24,0.023779076834519703,0.10624734560648601,0.1300264224410057,127.0
kcenter_b128,K-center,128,13,ChemicalPlantEnv_5,24,0.013716742396354675,0.22736395398775736,0.24108069638411203,127.0
kcenter_b128,K-center,128,18,ClothingStore_1,24,0.0012154529492060344,0.26662595321734744,0.2678414061665535,127.0
kcenter_b128,K-center,128,23,ClothingStore_6,24,0.011341494818528494,0.08446644991636276,0.09580794473489125,127.0
kcenter_b128,K-center,128,28,ContainerYard_3,24,0.007480025291442871,0.10962739586830139,0.11710742115974426,127.0
kcenter_b128,K-center,128,33,ContainerYard_7,24,0.013316616415977478,0.1187428633371989,0.13205947975317636,127.0
kcenter_b128,K-center,128,38,ContainerYard_9,24,0.04231155415376028,0.1936555653810501,0.2359671195348104,127.0
kcenter_b128,K-center,128,43,DragonRise_1,24,0.01341983675956726,0.265155886610349,0.27857572336991626,127.0
kcenter_b128,K-center,128,48,DragonRise_9,24,0.001980250080426534,0.42647144943475723,0.42845169951518375,127.0
kcenter_b128,K-center,128,53,FeudalJapan_0,24,0.005610411365826924,0.13696022828420004,0.14257063965002695,127.0
kcenter_b128,K-center,128,58,FeudalJapan_2,24,0.005840818087259929,0.36742569506168365,0.3732665131489436,127.0
kcenter_b128,K-center,128,63,FeudalJapan_3,24,0.013126768171787262,0.3047560080885887,0.317882776260376,127.0
kcenter_b128,K-center,128,68,IslandMap_2,24,0.021511944631735485,0.28184837351242703,0.3033603181441625,127.0
kcenter_b128,K-center,128,73,Warehouse_0,24,0.014569958051045736,0.23704533278942108,0.2516152908404668,127.0
kcenter_b16,K-center,16,3,AncientTempleEnv_5,24,0.08802068481842677,0.2689995417992274,0.35702022661765415,15.0
kcenter_b16,K-center,16,8,AnimeCitySuburbs_5,24,0.05933669954538345,0.08607252190510432,0.14540922145048776,14.833333333333334
kcenter_b16,K-center,16,13,ChemicalPlantEnv_5,24,0.07680047303438187,0.1680110121766726,0.24481148521105447,15.0
kcenter_b16,K-center,16,18,ClothingStore_1,24,0.0019245048364003499,0.2527349665760994,0.2546594714124997,15.0
kcenter_b16,K-center,16,23,ClothingStore_6,24,0.04080686221520106,0.08196334540843964,0.1227702076236407,15.0
kcenter_b16,K-center,16,28,ContainerYard_3,24,0.030352493127187092,0.08090706666310628,0.11125955979029338,15.0
kcenter_b16,K-center,16,33,ContainerYard_7,24,0.042839248975118004,0.07921747863292694,0.12205672760804494,15.0
kcenter_b16,K-center,16,38,ContainerYard_9,24,0.11223417520523071,0.0825955073038737,0.1948296825091044,14.5
kcenter_b16,K-center,16,43,DragonRise_1,24,0.06991011649370193,0.188799815873305,0.25870993236700696,15.0
kcenter_b16,K-center,16,48,DragonRise_9,24,0.001980250080426534,0.39933623373508453,0.40131648381551105,14.833333333333334
kcenter_b16,K-center,16,53,FeudalJapan_0,24,0.014088099201520285,0.16142836958169937,0.17551646878321966,15.0
kcenter_b16,K-center,16,58,FeudalJapan_2,24,0.06522953013579051,0.27523469428221387,0.34046422441800434,15.0
kcenter_b16,K-center,16,63,FeudalJapan_3,24,0.031703293323516846,0.2723190312584241,0.30402232458194095,15.0
kcenter_b16,K-center,16,68,IslandMap_2,24,0.09994941453138988,0.21271462738513947,0.31266404191652936,15.0
kcenter_b16,K-center,16,73,Warehouse_0,24,0.11456127216418584,0.15127136806646982,0.26583264023065567,14.833333333333334
kcenter_b32,K-center,32,3,AncientTempleEnv_5,24,0.09959353258212407,0.2697472920020421,0.3693408245841662,31.0
kcenter_b32,K-center,32,8,AnimeCitySuburbs_5,24,0.042738509674867,0.10300768166780472,0.14574619134267172,31.0
kcenter_b32,K-center,32,13,ChemicalPlantEnv_5,24,0.04262381543715795,0.22200586398442587,0.26462967942158383,31.0
kcenter_b32,K-center,32,18,ClothingStore_1,24,0.10127623379230499,0.18713624278704324,0.28841247657934826,31.0
kcenter_b32,K-center,32,23,ClothingStore_6,24,0.043255982299645744,0.06872766464948654,0.11198364694913228,31.0
kcenter_b32,K-center,32,28,ContainerYard_3,24,0.032221501072247825,0.07761903603871663,0.10984053711096446,30.833333333333332
kcenter_b32,K-center,32,33,ContainerYard_7,24,0.018243640661239624,0.10780662298202515,0.12605026364326477,31.0
kcenter_b32,K-center,32,38,ContainerYard_9,24,0.0837816372513771,0.13168320804834366,0.21546484529972076,30.833333333333332
kcenter_b32,K-center,32,43,DragonRise_1,24,0.04358855386575063,0.2048445294300715,0.24843308329582214,31.0
kcenter_b32,K-center,32,48,DragonRise_9,24,0.001980250080426534,0.40039560447136563,0.40237585455179214,31.0
kcenter_b32,K-center,32,53,FeudalJapan_0,24,0.08092353244622548,0.1013524557153384,0.18227598816156387,31.0
kcenter_b32,K-center,32,58,FeudalJapan_2,24,0.041911659141381584,0.3825432360172272,0.42445489515860874,31.0
kcenter_b32,K-center,32,63,FeudalJapan_3,24,0.029303054014841717,0.28004902104536694,0.3093520750602086,31.0
kcenter_b32,K-center,32,68,IslandMap_2,24,0.05389351646105448,0.2593219354748726,0.3132154519359271,31.0
kcenter_b32,K-center,32,73,Warehouse_0,24,0.06982008616129558,0.185803251961867,0.25562333812316257,31.0
kcenter_b64,K-center,64,3,AncientTempleEnv_5,24,0.06317537774642308,0.2950274844964345,0.35820286224285763,63.0
kcenter_b64,K-center,64,8,AnimeCitySuburbs_5,24,0.02787081152200699,0.11324376116196315,0.14111457268397012,63.0
kcenter_b64,K-center,64,13,ChemicalPlantEnv_5,24,0.029034925003846485,0.2154737263917923,0.2445086513956388,63.0
kcenter_b64,K-center,64,18,ClothingStore_1,24,0.05376592775185903,0.21179122477769852,0.2655571525295575,63.0
kcenter_b64,K-center,64,23,ClothingStore_6,24,0.030879244208335876,0.07304903368155162,0.1039282778898875,63.0
kcenter_b64,K-center,64,28,ContainerYard_3,24,0.013475259145100912,0.08865024397770564,0.10212550312280655,63.0
kcenter_b64,K-center,64,33,ContainerYard_7,24,0.028966086606184643,0.10922162234783173,0.13818770895401636,63.0
kcenter_b64,K-center,64,38,ContainerYard_9,24,0.06461085379123688,0.18506540854771933,0.2496762623389562,63.0
kcenter_b64,K-center,64,43,DragonRise_1,24,0.02343380202849706,0.26796165108680725,0.2913954531153043,63.0
kcenter_b64,K-center,64,48,DragonRise_9,24,0.001980250080426534,0.4089788893858592,0.4109591394662857,63.0
kcenter_b64,K-center,64,53,FeudalJapan_0,24,0.007398789127667745,0.17373010267814,0.18112889180580774,63.0
kcenter_b64,K-center,64,58,FeudalJapan_2,24,0.02990097552537918,0.3547897934913635,0.3846907690167427,63.0
kcenter_b64,K-center,64,63,FeudalJapan_3,24,0.016835667192935944,0.28915413469076157,0.3059898018836975,63.0
kcenter_b64,K-center,64,68,IslandMap_2,24,0.034053740402062736,0.2636387546857198,0.29769249508778256,63.0
kcenter_b64,K-center,64,73,Warehouse_0,24,0.059234740833441414,0.20685317615667978,0.2660879169901212,63.0
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,3,AncientTempleEnv_5,24,0.17170155296723047,0.18716225028038025,0.35886380324761075,126.66666666666667
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,8,AnimeCitySuburbs_5,24,0.023344819744427998,0.1120060458779335,0.1353508656223615,126.5
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,13,ChemicalPlantEnv_5,24,0.02449971189101537,0.22667145977417627,0.25117117166519165,126.33333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,18,ClothingStore_1,24,0.0019245048364003499,0.270660604039828,0.27258510887622833,126.5
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,23,ClothingStore_6,24,0.027585946023464203,0.06942802170912425,0.09701396773258845,126.33333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,28,ContainerYard_3,24,0.02012764910856883,0.0649634376168251,0.08509108672539394,125.5
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,33,ContainerYard_7,24,0.02735283225774765,0.10669420162836711,0.13404703388611475,126.33333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,38,ContainerYard_9,24,0.04382484902938207,0.18858671436707178,0.23241156339645386,126.83333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,43,DragonRise_1,24,0.02877019594113032,0.2608289048075676,0.28959910074869794,126.5
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,48,DragonRise_9,24,0.001980250080426534,0.4009339784582456,0.40291422853867215,126.33333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,53,FeudalJapan_0,24,0.013931492964426676,0.15795034915208817,0.17188184211651483,125.0
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,58,FeudalJapan_2,24,0.08351149906714757,0.31526292860507965,0.3987744276722272,126.16666666666667
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,63,FeudalJapan_3,24,0.03152012825012207,0.25052397698163986,0.28204410523176193,126.5
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,68,IslandMap_2,24,0.00475216160217921,0.3169429252545039,0.3216950868566831,126.33333333333333
mce_b128_lambda1_pilot,mce b128 lambda1 pilot,128,73,Warehouse_0,24,0.06426806002855301,0.172358068327109,0.23662612835566202,125.83333333333333
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,3,AncientTempleEnv_5,24,0.08297098179658254,0.2872487430771192,0.37021972487370175,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,8,AnimeCitySuburbs_5,24,0.06087410201629003,0.10960799207290013,0.17048209408919016,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,13,ChemicalPlantEnv_5,24,0.0735434889793396,0.1466031571229299,0.2201466461022695,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,18,ClothingStore_1,24,0.0019245048364003499,0.298620102306207,0.3005446071426074,14.833333333333334
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,23,ClothingStore_6,24,0.05999869108200073,0.049275413155555725,0.10927410423755646,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,28,ContainerYard_3,24,0.024675024052460987,0.09609015782674153,0.12076518187920253,14.666666666666666
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,33,ContainerYard_7,24,0.06034558514753977,0.0848678598801295,0.14521344502766928,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,38,ContainerYard_9,24,0.09086164087057114,0.11795127640167873,0.20881291727224985,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,43,DragonRise_1,24,0.07005514949560165,0.2255540763338407,0.2956092258294423,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,48,DragonRise_9,24,0.001980250080426534,0.4156579648454984,0.41763821492592496,14.833333333333334
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,53,FeudalJapan_0,24,0.015168681740760803,0.1659301519393921,0.1810988336801529,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,58,FeudalJapan_2,24,0.08609167486429214,0.3589752788345019,0.44506695369879407,14.5
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,63,FeudalJapan_3,24,0.059151592353979744,0.25458009789387387,0.3137316902478536,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,68,IslandMap_2,24,0.11194482694069545,0.19771139323711395,0.3096562201778094,15.0
mce_b16_lambda1_pilot,mce b16 lambda1 pilot,16,73,Warehouse_0,24,0.09675335387388866,0.13351337363322577,0.2302667275071144,15.0
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,3,AncientTempleEnv_5,24,0.05642955998579661,0.2963987390200297,0.3528282990058263,31.0
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,8,AnimeCitySuburbs_5,24,0.04372842858235041,0.1018300751845042,0.1455585037668546,29.333333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,13,ChemicalPlantEnv_5,24,0.07037917772928874,0.1593039259314537,0.22968310366074243,31.0
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,18,ClothingStore_1,24,0.0019245048364003499,0.2725912456711133,0.2745157505075137,30.833333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,23,ClothingStore_6,24,0.04253223041693369,0.10973905275265376,0.15227128316958746,30.166666666666668
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,28,ContainerYard_3,24,0.024883406857649486,0.05530921369791031,0.0801926205555598,30.333333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,33,ContainerYard_7,24,0.041195874412854515,0.08832485973834991,0.12952073415120444,30.333333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,38,ContainerYard_9,24,0.06698648383220036,0.1180099497238795,0.18499643355607986,31.0
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,43,DragonRise_1,24,0.044659651815891266,0.25706369429826736,0.30172334611415863,30.5
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,48,DragonRise_9,24,0.001980250080426534,0.3980404535929362,0.40002070367336273,30.666666666666668
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,53,FeudalJapan_0,24,0.014739856123924255,0.11962780356407166,0.1343676596879959,30.0
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,58,FeudalJapan_2,24,0.09662208209435146,0.2743833263715108,0.3710054084658623,30.833333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,63,FeudalJapan_3,24,0.07522945354382198,0.21230658888816833,0.2875360424319903,30.666666666666668
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,68,IslandMap_2,24,0.062294021248817444,0.25578538576761883,0.3180794070164363,30.833333333333332
mce_b32_lambda1_pilot,mce b32 lambda1 pilot,32,73,Warehouse_0,24,0.08368439724047978,0.1448132892449697,0.22849768648544946,30.5
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,3,AncientTempleEnv_5,24,0.001841425895690918,0.3434169615308444,0.3452583874265353,62.5
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,8,AnimeCitySuburbs_5,24,0.02262988934914271,0.13035947332779566,0.15298936267693838,62.5
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,13,ChemicalPlantEnv_5,24,0.0426040713985761,0.21363659451405206,0.2562406659126282,63.0
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,18,ClothingStore_1,24,0.0019245048364003499,0.29373705635468167,0.295661561191082,62.666666666666664
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,23,ClothingStore_6,24,0.03877922395865122,0.07315899183352788,0.11193821579217911,62.5
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,28,ContainerYard_3,24,0.023368313908576965,0.07811722159385681,0.10148553550243378,62.166666666666664
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,33,ContainerYard_7,24,0.03833935161431631,0.08202950904766719,0.12036886066198349,62.833333333333336
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,38,ContainerYard_9,24,0.044481722017129265,0.211414967974027,0.2558966899911563,62.5
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,43,DragonRise_1,24,0.03192831575870514,0.2503474826614062,0.28227579842011136,62.333333333333336
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,48,DragonRise_9,24,0.0012486204504966736,0.40776849786440533,0.409017118314902,62.333333333333336
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,53,FeudalJapan_0,24,0.013577036559581757,0.12114583204189937,0.1347228686014811,61.333333333333336
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,58,FeudalJapan_2,24,0.06831707805395126,0.2897849455475807,0.358102023601532,62.0
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,63,FeudalJapan_3,24,0.022479539116223652,0.3139786223570506,0.33645816147327423,62.333333333333336
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,68,IslandMap_2,24,0.04970631003379822,0.24986951549847922,0.2995758255322774,62.666666666666664
mce_b64_lambda1_pilot,mce b64 lambda1 pilot,64,73,Warehouse_0,24,0.0781710222363472,0.16766823083162308,0.24583925306797028,62.166666666666664
ri_b128_dino_rgb,RI,128,3,AncientTempleEnv_5,24,0.0068322718143463135,0.3391092245777448,0.3459414963920911,127.0
ri_b128_dino_rgb,RI,128,8,AnimeCitySuburbs_5,24,0.02698131650686264,0.10534211993217468,0.13232343643903732,127.0
ri_b128_dino_rgb,RI,128,13,ChemicalPlantEnv_5,24,0.01877368489901225,0.2171680157383283,0.23594170063734055,127.0
ri_b128_dino_rgb,RI,128,18,ClothingStore_1,24,0.0019245048364003499,0.30334219584862393,0.30526670068502426,127.0
ri_b128_dino_rgb,RI,128,23,ClothingStore_6,24,0.019615153471628826,0.13922325521707535,0.15883840868870416,127.0
ri_b128_dino_rgb,RI,128,28,ContainerYard_3,24,0.010830630858739218,0.0857151448726654,0.09654577573140462,126.5
ri_b128_dino_rgb,RI,128,33,ContainerYard_7,24,0.02231023460626602,0.12645054111878076,0.14876077572504678,127.0
ri_b128_dino_rgb,RI,128,38,ContainerYard_9,24,0.05105531960725784,0.09097196161746979,0.14202728122472763,127.0
ri_b128_dino_rgb,RI,128,43,DragonRise_1,24,0.033766997357209526,0.2431084687511126,0.27687546610832214,126.5
ri_b128_dino_rgb,RI,128,48,DragonRise_9,24,0.001980250080426534,0.4186948612332344,0.4206751113136609,126.33333333333333
ri_b128_dino_rgb,RI,128,53,FeudalJapan_0,24,0.0036392013231913247,0.16513345390558243,0.16877265522877374,126.83333333333333
ri_b128_dino_rgb,RI,128,58,FeudalJapan_2,24,0.04033020635445913,0.34178557991981506,0.38211578627427417,127.0
ri_b128_dino_rgb,RI,128,63,FeudalJapan_3,24,0.03411572426557541,0.24489131073156992,0.27900703499714535,127.0
ri_b128_dino_rgb,RI,128,68,IslandMap_2,24,0.042755561570326485,0.25972456485033035,0.30248012642065686,126.66666666666667
ri_b128_dino_rgb,RI,128,73,Warehouse_0,24,0.02332405497630437,0.2134537622332573,0.23677781720956168,127.0
ri_b16_dino_rgb,RI,16,3,AncientTempleEnv_5,24,0.05566137035687765,0.28960029780864716,0.3452616681655248,15.0
ri_b16_dino_rgb,RI,16,8,AnimeCitySuburbs_5,24,0.06826322774092357,0.06433775027592976,0.13260097801685333,14.833333333333334
ri_b16_dino_rgb,RI,16,13,ChemicalPlantEnv_5,24,0.05852078398068746,0.07120793064435323,0.12972871462504068,15.0
ri_b16_dino_rgb,RI,16,18,ClothingStore_1,24,0.0019245048364003499,0.204887921611468,0.20681242644786835,15.0
ri_b16_dino_rgb,RI,16,23,ClothingStore_6,24,0.0618025337656339,0.05872998386621475,0.12053251763184865,15.0
ri_b16_dino_rgb,RI,16,28,ContainerYard_3,24,0.023086386422316234,0.07403004666169484,0.09711643308401108,15.0
